fullName,description,latitude,longitude,activities,states,name,designation
Eisenhower National Historic Site,"Eisenhower National Historic Site preserves the farm of General and 34th President Dwight D. Eisenhower. Adjacent to the Gettysburg battlefield, the farm served the president and first lady as a weekend retreat and as a meeting place for world leaders. With its peaceful setting and view of South Mountain, it was a respite from Washington, DC, and a backdrop for efforts to reduce Cold War tensions.",39.79577592,-77.26508101,"['Biking', 'Road Biking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Living History', 'Junior Ranger Program', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",PA,Eisenhower,National Historic Site
El Camino Real de Tierra Adentro National Historic Trail,"Travel along El Camino Real de Tierra Adentro National Historic Trail to experience and learn from a complicated legacy of 300 years of conflict, cooperation, and cultural exchange between a variety of empires—European and non-European alike.",33.79906725,-106.8663862,"['Arts and Culture', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Hiking', 'Museum Exhibits']","NM,TX",El Camino Real de Tierra Adentro,National Historic Trail
El Camino Real de los Tejas National Historic Trail,"Explore a diverse array of histories contained within El Camino Real de los Tejas’ 150-year life, including the Spanish struggle to missionize American Indian nations, the growth of cattle ranching in the Mexican period, and the movement for Texan independence and statehood.",30.09229646,-97.33976667,"['Auto and ATV', 'Scenic Driving', 'Museum Exhibits']","TX,LA",El Camino Real de los Tejas,National Historic Trail
El Malpais National Monument,"The richly diverse volcanic landscape of El Malpais (el-mal-pie-EES) offers solitude, recreation, and adventure. Explore diverse geologic features such as lava flows, cinder cones, lava tube caves, and sandstone bluffs. While some may see a desolate environment, people have been adapting to and living in this extraordinary terrain for generations. Come discover the land of fire and ice!",34.88422799,-107.9950948,"['Arts and Culture', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Camping', 'Backcountry Camping', 'Caving', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Hunting and Gathering', 'Gathering and Foraging', 'Junior Ranger Program', 'Wildlife Watching', 'Park Film', 'Shopping', 'Bookstore and Park Store']",NM,El Malpais,National Monument
El Morro National Monument,"Imagine the refreshment of finding water after days of dusty travel. A reliable waterhole hidden at the base of a sandstone bluff made El Morro (the headland) a popular campsite for hundreds of years. Here, Ancestral Puebloans, Spanish and American travelers carved over 2,000 signatures, dates, messages, and petroglyphs. Make El Morro National Monument a stopping point on your travels.",35.03895916,-108.3463984,"['Arts and Culture', 'Cultural Demonstrations', 'Astronomy', 'Stargazing', 'Camping', 'Car or Front Country Camping', 'RV Camping', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits']",NM,El Morro,National Monument
Eleanor Roosevelt National Historic Site,"Visit the home of Eleanor Roosevelt. Here, Franklin and Eleanor entertained friends, state visitors, the press, and their associates in the tranquil and relaxed atmosphere of Val-Kill. Explore the Roosevelt saga in the homes of Franklin and Eleanor Roosevelt, the exhibits at the nation’s first Presidential Library, and over a thousand acres of gardens and trails.",41.76208482,-73.89894026,"['Guided Tours', 'Hands-On', 'Citizen Science', 'Hiking', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",NY,Eleanor Roosevelt,National Historic Site
Ellis Island Part of Statue of Liberty National Monument,"How far would you travel to find a better life? What if the journey took weeks under difficult conditions? If you answered ""Whatever it takes,"" you echo the feelings of the 12 million immigrants who passed through these now quiet halls from 1892 to 1954. Ellis Island afforded them the opportunity to attain the American dream for themselves and their descendants. Come hear their stories.",40.69946,-74.0401,"['Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","NJ,NY",Ellis Island,Part of Statue of Liberty National Monument
Eugene O'Neill National Historic Site,"America's only Nobel Prize winning playwright, Eugene O'Neill, chose to live in Northern California at the height of his writing career. Isolated from the world and within the walls of his home, O'Neill wrote his final and most memorable plays; The Iceman Cometh, Long Day's Journey Into Night, and A Moon for the Misbegotten.",37.82604456,-122.0271566,"['Arts and Culture', 'Theater', 'Guided Tours', 'Self-Guided Tours - Walking', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",CA,Eugene O'Neill,National Historic Site
Everglades National Park,"Everglades National Park protects an unparalleled landscape that provides important habitat for numerous rare and endangered species like the manatee, American crocodile, and the elusive Florida panther. An international treasure as well - a World Heritage Site, International Biosphere Reserve, a Wetland of International Importance, and a specially protected area under the Cartagena Treaty.",25.37294225,-80.88200301,"['Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'RV Camping', 'Compass and GPS', 'Geocaching', 'Fishing', 'Freshwater Fishing', 'Saltwater Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Volunteer Vacation', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Paddling', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",FL,Everglades,National Park
Federal Hall National Memorial,"Here on Wall Street, George Washington took the oath of office as our first President, and this site was home to the first Congress, Supreme Court, and Executive Branch offices. The current structure, a Customs House, later served as part of the US Sub-Treasury. Now, the building serves as a museum and memorial to our first President and the beginnings of the United States of America.",40.70731192,-74.01025636,"['Arts and Culture', 'Guided Tours', 'Junior Ranger Program', 'Museum Exhibits', 'Shopping']",NY,Federal Hall,National Memorial
Fire Island National Seashore,"Immerse yourself in an enchanting collage of coastal life and history. Rhythmic waves, high dunes, ancient maritime forests, historic landmarks and glimpses of wildlife, Fire Island has been a special place for diverse plants, animals and people for centuries. Far from the pressure of nearby big-city life, dynamic barrier island beaches offer solitude, camaraderie, and spiritual renewal.",40.69668638,-73.00013462,"['Arts and Culture', 'Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Fishing', 'Guided Tours', 'Hiking', 'Hunting and Gathering', 'Hunting', 'Junior Ranger Program', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching']",NY,Fire Island,National Seashore
First Ladies National Historic Site,"First Ladies National Historic Site consists of two properties in downtown Canton, Ohio - the home of First Lady Ida Saxton-McKinley and a small visitor center with an exhibit and film. Come learn about how the position of First Lady has evolved over time to include a public role.",40.79689857,-81.37579869,"['Guided Tours', 'Living History', 'First Person Interpretation', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",OH,First Ladies,National Historic Site
First State National Historical Park,"Famous as the First State to ratify the Constitution, Delaware was born out of a conflict among three world powers for dominance of the Delaware Valley. From this beginning, the region developed a distinct character that tolerated diversity in religion and national origin and valued independence.",39.83076929,-75.56353942,"['Biking', 'Mountain Biking', 'Fishing', 'Freshwater Fishing', 'Food', 'Picnicking', 'Hands-On', 'Citizen Science', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Junior Ranger Program']","DE,PA",First State,National Historical Park
Flight 93 National Memorial,"On Tuesday morning, September 11, 2001, the U.S. came under attack when four commercial airliners were hijacked and used to strike targets on the ground. Nearly 3,000 people tragically lost their lives. Because of the actions of the 40 passengers and crew aboard one of the planes, Flight 93, the attack on the U.S. Capitol was thwarted.",40.06061476,-78.89456905,"['Auto and ATV', 'Scenic Driving', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Junior Ranger Program']",PA,Flight 93,National Memorial
Florissant Fossil Beds National Monument,"Beneath a grassy mountain valley in central Colorado lies one of the richest and most diverse fossil deposits in the world. Petrified redwood stumps up to 14 feet wide and thousands of detailed fossils of insects and plants reveal the story of a very different, prehistoric Colorado.",38.91260586,-105.2803396,"['Astronomy', 'Stargazing', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",CO,Florissant Fossil Beds,National Monument
Ford's Theatre,"April 14, 1865. President Lincoln is assassinated at Ford’s Theatre. Discover how a nation handled grief and loss, how everyday people experienced a national tragedy, and how we have remembered a fallen leader. Today, in partnership with Ford’s Theatre Society, live dramatic productions highlight Lincoln’s love of the theatre, and the power of stories to connect us to ourselves and our history.",38.89668819,-77.02577944,"['Arts and Culture', 'Theater', 'Guided Tours', 'Junior Ranger Program']",DC,Ford's Theatre,
Fort Bowie National Historic Site,"Fort Bowie witnessed almost 25 years of conflict between the Chiricahua Apache and the US Army, and remains a tangible connection to the turbulent era of the late 1800s. Explore the history of Fort Bowie and Apache Pass as you hike the 1.5 mile trail to the visitor center and old fort ruins. Today, this peaceful landscape stands in stark contrast to the violence that once gripped this land.",32.14925942,-109.451132,"['Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']",AZ,Fort Bowie,National Historic Site
Fort Davis National Historic Site,"Fort Davis is one of the best surviving examples of an Indian Wars' frontier military post in the Southwest. From 1854 to 1891, Fort Davis was strategically located to protect emigrants, mail coaches, and freight wagons on the Trans-Pecos portion of the San Antonio-El Paso Road and on the Chihuahua Trail.",30.59930381,-103.8961904,"['Arts and Culture', 'Craft Demonstrations', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Living History', 'Historic Weapons Demonstration', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",TX,Fort Davis,National Historic Site
Fort Donelson National Battlefield,"Brigadier General Ulysses S. Grant was becoming quite famous as he wrote these words following the surrender of Confederate Fort Donelson on Sunday, February 16, 1862. The Union victory at Fort Donelson elated the North, and stunned the South. Within days of the surrender, Clarksville and Nashville would fall into Union hands. Grant and his troops had created a pathway to victory for the Union.",36.49019078,-87.92445695,"['Auto and ATV', 'Scenic Driving', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits']","KY,TN",Fort Donelson,National Battlefield
Fort Dupont Park,"Welcome to Fort Dupont Park in Washington DC! At 376-acres, the wooded park was once home to earthen fort built to protect the capital during the Civil War. Today, visitors can see the fort's earthworks and escape to the great outdoors. Activities include picnics, nature walks, biking, gardening, environmental education, music, and ranger-led programs.",38.87731289,-76.94955824,"['Arts and Culture', 'Live Music', 'Biking', 'Mountain Biking', 'Food', 'Picnicking', 'Junior Ranger Program', 'Wildlife Watching']",DC,Fort Dupont Park,
